,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE,Building_Age,YEAR_BUILD,YEAR OF SALES
5337,Anna Nagar,1794,2010-01-27,45,1,1,4,Family,No,1970-06-02,Others,No Sewage,Gravel,RM,541188,249779,13876620,39,1970,2010
5338,Chrompet,841,2013-11-11,183,1,1,3,Normal Sale,No,1988-11-17,House,All Pub,Gravel,RL,244277,81426,8142550,24,1988,2013
5339,Adyar,702,2010-03-04,51,1,1,2,Adj Land,Yes,1989-08-04,Commercial,All Pub,No Access,RH,383073,103533,10353315,20,1989,2010
5340,Karapakkam,1009,2011-10-03,55,1,1,3,AbNormal,Yes,1962-03-22,Others,No Sewage,Gravel,I,233873,103179,6878625,49,1962,2011
5341,KK Nagar,1522,2011-05-29,0,2,1,4,Normal Sale,No,1988-03-06,Commercial,No Sewage,Gravel,RL,430613,134567,13456660,23,1988,2011
5342,Adyar,1274,2007-04-10,79,2,2,4,Normal Sale,No,1989-08-10,Others,No Sewage,No Access,RM,423539,74119,10588470,17,1989,2007
5343,KK Nagar,2175,2010-10-17,72,3,2,5,AbNormal,No,1985-10-23,House,All Pub,Gravel,RL,544632,90772,11346500,24,1985,2010
5344,KK Nagar,2101,2010-04-19,69,3,2,5,Partial,Yes,1988-04-24,House,No Sewage,Gravel,RL,384194,186276,11642240,21,1988,2010
5345,Adyar,837,2008-02-05,2,1,1,3,Normal Sale,No,1974-11-05,Others,No Sewage,Paved,RL,256170,48032,8005310,33,1974,2008
5346,Anna Nagar,1845,2011-08-12,183,2,1,5,AbNormal,Yes,2005-09-12,Commercial,ELO,Gravel,RM,904779,113097,22619470,5,2005,2011
5347,Adyar,1245,2007-02-24,176,2,2,4,Normal Sale,No,2000-02-26,House,ELO,No Access,I,234843,78281,7828105,6,2000,2007
5348,Velachery,1510,2006-05-22,128,2,1,4,Adj Land,No,1990-05-26,Others,No Sewage,Gravel,RM,332333,210478,11077770,15,1990,2006
5349,Velachery,1562,2008-02-02,20,2,1,4,Normal Sale,Yes,1956-02-15,House,No Sewage,Paved,C,280609,113761,7584040,51,1956,2008
5350,Chrompet,792,2010-07-02,16,1,1,2,Normal Sale,No,1994-11-02,House,No Sewage,No Access,RM,184690,125589,7387600,15,1994,2010
5351,Chrompet,1124,2013-10-30,142,1,1,3,AbNormal,No,1997-03-11,Commercial,No Sewage,Gravel,RL,414482,40111,13370400,16,1997,2013
5352,Velachery,1917,2008-05-26,88,3,2,5,Adj Land,No,1976-03-06,Commercial,No Sewage,Paved,RL,611610,128760,16094990,32,1976,2008
5353,Velachery,1910,2008-04-11,149,3,2,5,Normal Sale,No,1964-11-15,Commercial,No Sewage,Paved,RH,450910,315637,15030330,43,1964,2008
5354,Adyar,1151,2008-12-07,190,1,1,3,Partial,Yes,1996-07-15,House,All Pub,No Access,C,245343,53669,7666980,12,1996,2008
5355,KK Nagar,2158,2010-04-27,27,3,2,5,Family,No,2003-04-29,Commercial,No Sewage,Paved,RL,845947,287622,16918940,6,2003,2010
5356,Karapakkam,1464,2010-03-05,39,2,2,4,Partial,Yes,1961-05-15,House,All Pub,No Access,RL,286112,92793,7732750,48,1961,2010
5357,Chrompet,883,2012-07-19,163,1,1,3,Adj Land,Yes,1979-07-28,Commercial,All Pub,No Access,RM,330257,146781,12231750,32,1979,2012
5358,Karapakkam,532,2009-06-09,78,1,1,2,AbNormal,No,1982-09-13,House,No Sewage,No Access,RM,163781,126798,5283250,26,1982,2009
5359,KK Nagar,1925,2008-09-16,125,3,2,5,Partial,No,1982-09-23,House,No Sewage,Paved,RL,478526,191410,9570520,25,1982,2008
5360,Chrompet,1067,2011-03-14,4,1,1,3,Partial,Yes,1977-03-22,Others,ELO,Gravel,RL,255900,147634,9842290,33,1977,2011
5361,Chrompet,801,2013-04-14,106,1,1,3,Adj Land,No,1988-04-20,Commercial,No Sewage,Gravel,RL,320872,188097,11064550,24,1988,2013
5362,KK Nagar,1536,2008-08-09,122,2,1,4,Normal Sale,Yes,2000-10-09,Others,All Pub,Gravel,RH,406831,117767,10706080,7,2000,2008
5363,Velachery,1505,2008-03-29,123,2,1,4,Adj Land,Yes,1960-10-04,Others,All Pub,No Access,RL,383550,118015,9834610,47,1960,2008
5364,Chrompet,849,2009-11-20,120,1,1,3,AbNormal,No,1996-11-23,Commercial,All Pub,No Access,RM,285484,65881,10980150,12,1996,2009
5365,Velachery,1514,2011-03-23,100,2,1,4,Partial,No,1971-02-04,Others,No Sewage,Gravel,RH,330628,151910,8935900,40,1971,2011
5366,Chrompet,1181,2010-11-04,14,1,1,3,AbNormal,No,1984-04-17,Commercial,All Pub,No Access,RH,350584,120891,12089100,26,1984,2010
5367,T Nagar,1773,2010-05-03,131,1,1,4,Partial,No,1980-12-03,House,No Sewage,Gravel,RL,442768,215401,11966700,29,1980,2010
5368,Anna Nagar,1906,2011-09-21,29,2,1,5,Partial,No,1973-09-30,House,No Sewage,Gravel,RL,459184,89286,12755110,37,1973,2011
5369,Chrompet,1061,2010-03-19,31,1,1,3,Family,No,1972-03-28,Commercial,No Sewage,Paved,RM,416384,50471,12617700,37,1972,2010
5370,Velachery,1520,2009-08-11,6,2,1,4,AbNormal,Yes,1980-11-15,Commercial,No Sewage,Paved,A,391798,106854,11872680,28,1980,2009
5371,KK Nagar,1564,2011-10-04,187,2,1,4,Family,Yes,1984-04-16,Commercial,All Pub,Paved,RH,556245,203504,13566940,27,1984,2011
5372,Velachery,1900,2004-02-24,4,3,2,5,Family,Yes,1958-07-03,Others,ELO,Gravel,C,372988,181454,10080770,45,1958,2004
5373,Chrompet,1120,2009-06-01,5,1,1,3,Normal Sale,Yes,2002-08-01,Others,No Sewage,Paved,RH,297440,99147,9914650,6,2002,2009
5374,Karapakkam,1147,2009-02-12,93,1,1,3,Family,No,1986-08-12,Others,ELO,Paved,C,230174,90999,5352875,22,1986,2009
5375,Chrompet,1087,2014-01-07,41,1,1,3,Normal Sale,No,1994-06-07,House,No Sewage,No Access,RM,263488,110495,8499600,19,1994,2014
5376,Karapakkam,955,2012-01-18,40,1,1,3,Partial,Yes,1994-01-22,House,All Pub,No Access,RH,199072,93315,6221000,17,1994,2012
5377,Karapakkam,545,2010-11-17,121,1,1,2,Normal Sale,No,1998-11-20,Others,No Sewage,Gravel,C,179083,105613,4591875,11,1998,2010
5378,KK Nagar,1494,2008-07-08,169,2,1,4,AbNormal,No,1979-08-15,Commercial,All Pub,Gravel,RL,493283,199980,13331980,28,1979,2008
5379,Karapakkam,1649,2011-09-23,200,2,2,4,Partial,Yes,1991-09-28,Commercial,No Sewage,Paved,RL,464240,185696,13264000,19,1991,2011
5380,Adyar,1297,2011-09-18,120,2,2,4,Family,Yes,2005-09-19,Commercial,No Sewage,Paved,RM,532003,182876,16625090,5,2005,2011
5381,Karapakkam,676,2011-06-11,156,1,1,2,Family,No,1982-11-13,Others,ELO,Gravel,A,153391,63601,3741250,28,1982,2011
5382,Anna Nagar,1523,2011-10-15,181,1,1,4,Family,Yes,1983-10-22,House,All Pub,No Access,RM,420380,168152,12010860,27,1983,2011
5383,Anna Nagar,1704,2012-01-22,126,1,1,4,Normal Sale,No,2003-01-24,Others,ELO,No Access,RL,335667,186482,12432100,8,2003,2012
5384,Karapakkam,827,2010-03-15,105,1,1,2,Partial,Yes,2004-03-16,Others,All Pub,No Access,RH,314635,77054,6421125,5,2004,2010
5385,Chrompet,897,2012-08-11,126,1,1,3,Adj Land,No,2008-09-11,House,ELO,No Access,RL,229494,76498,7649800,3,2008,2012
5386,Karapakkam,1024,2010-03-01,134,1,1,3,Normal Sale,Yes,1994-07-01,House,ELO,Paved,RH,234927,177975,7119000,15,1994,2010
5387,KK Nagar,1707,2012-03-28,101,2,1,4,Partial,Yes,1994-02-04,Others,No Sewage,Paved,RM,369201,156631,11187900,18,1994,2012
5388,T Nagar,1838,2013-08-17,75,2,1,5,AbNormal,Yes,1980-08-25,House,ELO,No Access,RL,316834,215447,12673360,32,1980,2013
5389,Karapakkam,1680,2011-10-30,86,2,2,4,Family,No,1969-09-11,Others,ELO,Paved,RH,275538,94470,7872500,42,1969,2011
5390,Anna Nagar,1617,2007-11-20,58,1,1,4,Adj Land,Yes,2001-11-21,House,ELO,Gravel,RM,367007,211735,14115670,5,2001,2007
5391,Chrompet,927,2009-09-30,185,1,1,3,AbNormal,No,1993-04-10,Others,All Pub,Gravel,RH,276177,100428,8368990,16,1993,2009
5392,Adyar,873,2006-08-12,67,1,1,3,Partial,No,1973-12-16,Commercial,ELO,Gravel,RM,399300,84700,12099995,32,1973,2006
5393,Anna Nagar,1841,2011-04-07,16,2,1,5,Partial,Yes,2002-06-07,Commercial,All Pub,No Access,RM,765080,297531,21252230,8,2002,2011
5394,Karapakkam,712,2011-04-25,115,1,1,2,Adj Land,No,1989-04-30,Others,ELO,No Access,C,164841,84337,3833500,21,1989,2011
5395,Anna Nagar,1860,2012-06-07,200,2,1,5,Family,Yes,1970-07-17,Others,ELO,No Access,RL,525072,201951,13463390,41,1970,2012
5396,Velachery,1774,2011-01-06,149,2,1,4,Adj Land,No,1964-12-06,House,ELO,No Access,A,194043,51745,6468090,46,1964,2011
5397,Anna Nagar,1781,2007-03-11,102,1,1,4,Normal Sale,Yes,1996-05-11,Commercial,No Sewage,Gravel,RM,704239,132045,22007470,10,1996,2007
5398,KK Nagar,1351,2008-03-05,192,2,1,4,Normal Sale,Yes,1989-08-05,House,No Sewage,Gravel,RH,417788,102126,9284180,18,1989,2008
5399,KK Nagar,2263,2009-04-02,87,4,2,6,Partial,No,1996-08-02,House,All Pub,Paved,RL,408874,110507,11050660,12,1996,2009
5400,KK Nagar,1956,2009-06-10,155,3,2,5,AbNormal,No,1988-11-10,Others,All Pub,Paved,RM,383913,93070,11633740,20,1988,2009
5401,Karapakkam,1199,2011-05-04,122,1,1,3,Family,Yes,1968-04-15,Others,ELO,No Access,RM,378885,201534,8061375,43,1968,2011
5402,Chrompet,960,2011-03-12,151,1,1,3,Normal Sale,Yes,1994-07-12,Commercial,No Sewage,No Access,RL,315790,97166,12145750,16,1994,2011
5403,Karapakkam,1053,2009-09-12,124,1,1,3,Family,No,1985-12-15,Commercial,No Sewage,Paved,RL,378061,101431,9221000,23,1985,2009
5404,KK Nagar,1944,2011-10-07,173,3,2,5,Family,Yes,1996-07-13,Commercial,All Pub,Paved,RL,733335,233334,16666700,15,1996,2011
5405,Chrompet,780,2009-02-15,41,1,1,2,Adj Land,No,1982-02-22,Others,No Sewage,No Access,RM,222866,69165,7685050,26,1982,2009
5406,Velachery,1868,2006-02-20,59,3,2,5,AbNormal,Yes,1963-03-03,Others,No Sewage,Paved,A,321605,91887,9188710,42,1963,2006
5407,Karapakkam,511,2011-03-24,49,1,1,2,Partial,Yes,1996-03-27,House,All Pub,No Access,RM,311028,136075,6479750,14,1996,2011
5408,Adyar,951,2010-02-03,180,1,1,3,Adj Land,No,1999-05-03,Commercial,ELO,Gravel,C,435812,44699,11174665,10,1999,2010
5409,Chrompet,1150,2013-01-11,6,1,1,3,Partial,No,1998-05-11,House,No Sewage,Paved,RM,273608,27361,9120250,14,1998,2013
5410,Anna Nagar,1758,2009-12-06,4,1,1,4,Normal Sale,Yes,1997-06-15,House,ELO,Gravel,RM,514431,185767,14289740,12,1997,2009
5411,Karapakkam,703,2011-02-12,171,1,1,2,Adj Land,Yes,2003-04-12,House,ELO,Gravel,RH,318582,101367,7240500,7,2003,2011
5412,Chrompet,973,2014-12-02,53,1,1,3,Adj Land,No,1993-02-17,House,All Pub,No Access,RL,206319,71418,7935350,21,1993,2014
5413,Adyar,1128,2009-01-02,28,1,1,3,Adj Land,Yes,1993-05-02,Commercial,All Pub,Gravel,RH,588652,30187,15093640,15,1993,2009
5414,Karapakkam,578,2010-09-26,29,1,1,2,Adj Land,Yes,1971-06-10,House,No Sewage,No Access,RL,270450,92068,5754250,39,1971,2010
5415,T Nagar,1669,2013-07-06,193,1,1,4,Partial,No,2000-10-06,Others,No Sewage,No Access,RL,324589,84153,12021830,12,2000,2013
5416,Adyar,1096,2010-05-21,103,1,1,3,Family,Yes,2005-05-22,House,No Sewage,No Access,C,233677,30152,7537975,4,2005,2010
5417,Anna Nagar,1595,2013-02-20,58,1,1,4,Partial,No,2000-02-24,Others,No Sewage,No Access,RH,379894,141103,10854110,12,2000,2013
5418,Anna Nagar,1825,2014-11-12,77,2,1,5,AbNormal,Yes,1992-12-16,Others,No Sewage,Gravel,RM,592927,140430,15603340,21,1992,2014
5419,Chrompet,1298,2014-12-01,157,2,1,4,Family,Yes,1999-01-16,Others,All Pub,No Access,RL,350992,170178,10636110,15,1999,2014
5420,T Nagar,1812,2007-09-09,82,2,1,5,Normal Sale,No,1963-09-20,House,No Sewage,No Access,RL,314366,151361,11643180,43,1963,2007
5421,Karapakkam,975,2011-01-09,166,1,1,3,Adj Land,Yes,1975-10-09,Commercial,All Pub,No Access,RL,383080,124501,9577000,35,1975,2011
5422,KK Nagar,1830,2011-12-14,76,3,2,5,AbNormal,No,1990-12-19,House,All Pub,Gravel,RM,447573,196496,10916420,20,1990,2011
5423,Karapakkam,1054,2011-06-17,34,1,1,3,Family,No,1981-06-24,Commercial,No Sewage,No Access,A,305540,112239,6235500,29,1981,2011
5424,Anna Nagar,1852,2007-01-27,55,2,1,5,Family,No,1977-03-02,House,All Pub,No Access,RL,366639,201060,11827050,29,1977,2007
5425,Chrompet,1057,2014-10-06,76,1,1,3,Normal Sale,Yes,1988-06-16,House,ELO,Gravel,RH,294726,80380,8931100,26,1988,2014
5426,Anna Nagar,1616,2007-06-04,111,1,1,4,Adj Land,Yes,1963-04-17,House,No Sewage,Gravel,RM,472872,108085,13510630,44,1963,2007
5427,Velachery,1500,2011-06-17,162,2,1,4,Adj Land,Yes,1957-06-30,House,No Sewage,Gravel,A,228862,122060,7628730,53,1957,2011
5428,Chrompet,750,2007-06-23,85,1,1,2,Normal Sale,No,1970-02-07,Others,No Sewage,Gravel,RM,223756,49724,8287250,37,1970,2007
5429,Chrompet,1262,2008-01-21,82,2,1,4,Adj Land,Yes,1970-01-30,Others,All Pub,No Access,RL,280304,31145,10381640,37,1970,2008
5430,Anna Nagar,1700,2008-07-21,111,1,1,4,Normal Sale,Yes,1974-07-30,Others,All Pub,No Access,RH,351572,138117,12556130,33,1974,2008
5431,Anna Nagar,1605,2008-04-09,8,1,1,4,Adj Land,Yes,1999-07-09,Commercial,All Pub,No Access,RM,679270,199785,19978530,8,1999,2008
5432,Chrompet,1192,2008-12-24,60,1,1,3,Partial,No,1988-12-29,House,No Sewage,No Access,RH,235635,81000,7363600,19,1988,2008
5433,Chrompet,1199,2009-03-29,56,1,1,3,Partial,No,1969-08-04,House,All Pub,No Access,RL,201739,85351,7759200,39,1969,2009
5434,Chrompet,980,2009-07-16,94,1,1,3,Normal Sale,No,1995-07-20,Others,No Sewage,Gravel,RL,302283,146562,9160100,13,1995,2009
5435,Velachery,1539,2008-01-07,47,2,1,4,Adj Land,Yes,1965-12-07,Commercial,No Sewage,Paved,RM,511819,210749,15053510,42,1965,2008
5436,Chrompet,824,2007-03-23,0,1,1,3,Adj Land,Yes,1988-03-27,Commercial,All Pub,Gravel,RL,364120,62779,12555850,18,1988,2007
5437,Chrompet,1124,2012-05-07,95,1,1,3,Family,Yes,1994-10-07,House,ELO,No Access,RL,218608,52466,8744300,17,1994,2012
5438,Karapakkam,1397,2010-09-14,38,2,2,4,Adj Land,No,2002-09-16,Commercial,ELO,Gravel,RL,464056,219816,12212000,7,2002,2010
5439,KK Nagar,1419,2008-12-14,39,2,1,4,Normal Sale,No,1991-12-19,House,No Sewage,Gravel,RL,439801,116682,8975540,16,1991,2008
5440,Karapakkam,1214,2011-01-05,60,1,1,3,Partial,No,1988-06-05,Others,No Sewage,Gravel,C,233795,92288,6152500,22,1988,2011
5441,KK Nagar,1512,2011-07-30,108,2,1,4,Family,No,2006-07-31,Others,All Pub,Gravel,RM,476597,162476,10831740,4,2006,2011
5442,Karapakkam,574,2010-07-21,175,1,1,2,AbNormal,No,2002-07-23,Others,ELO,Paved,I,171171,64768,4626250,7,2002,2010
5443,Karapakkam,1446,2010-11-23,24,2,2,4,Normal Sale,No,2005-11-24,Commercial,No Sewage,Paved,C,427538,119313,9942750,4,2005,2010
5444,Chrompet,1138,2007-02-24,150,1,1,3,AbNormal,Yes,1999-02-26,Commercial,All Pub,No Access,RH,365086,182543,13038800,7,1999,2007
5445,T Nagar,1773,2009-06-02,166,1,1,4,Adj Land,Yes,1974-02-15,Commercial,No Sewage,No Access,RH,506149,292009,19467250,35,1974,2009
5446,Chrompet,879,2012-12-11,19,1,1,3,Family,No,1990-11-18,House,All Pub,No Access,RL,176408,70563,7056300,22,1990,2012
5447,Velachery,1744,2004-07-02,69,2,1,4,AbNormal,Yes,1955-02-19,Others,No Sewage,Gravel,RM,477933,238967,11948330,49,1955,2004
5448,KK Nagar,1751,2011-08-08,197,2,1,4,AbNormal,Yes,1981-08-15,House,No Sewage,Gravel,RL,362454,223868,10660400,29,1981,2011
5449,Karapakkam,1541,2011-10-31,192,2,2,4,Normal Sale,Yes,1988-05-11,House,ELO,No Access,RL,351194,167235,8361750,23,1988,2011
5450,Karapakkam,1625,2010-07-14,115,2,2,4,Partial,Yes,1988-07-19,Commercial,No Sewage,Paved,RL,592898,105404,13175500,21,1988,2010
5451,Karapakkam,675,2010-07-09,131,1,1,2,Adj Land,Yes,1980-09-14,Commercial,ELO,Paved,A,235229,48252,6031500,29,1980,2010
5452,Karapakkam,543,2010-06-28,112,1,1,2,Partial,Yes,1981-05-07,Commercial,All Pub,Gravel,RH,366459,186969,7478750,29,1981,2010
5453,Karapakkam,1087,2010-06-27,132,1,1,3,AbNormal,Yes,1982-04-07,Commercial,No Sewage,No Access,RL,293400,117360,9780000,28,1982,2010
5454,Chrompet,1083,2013-01-28,163,1,1,3,Partial,Yes,1988-04-02,House,All Pub,Paved,RH,241196,94756,8614150,24,1988,2013
5455,KK Nagar,2451,2008-11-03,57,4,2,6,AbNormal,No,1978-03-19,Others,No Sewage,Paved,RM,647641,194292,12952820,30,1978,2008
5456,T Nagar,1562,2007-01-14,3,1,1,4,Normal Sale,Yes,1997-01-16,House,No Sewage,No Access,RL,441717,131321,11938300,9,1997,2007
5457,KK Nagar,1600,2010-12-29,35,2,1,4,Normal Sale,Yes,1993-02-01,Others,All Pub,Paved,RL,481464,164135,10942360,17,1993,2010
5458,T Nagar,1624,2011-07-13,117,1,1,4,Normal Sale,Yes,1972-07-22,Commercial,No Sewage,Paved,RM,670549,256386,19722030,38,1972,2011
5459,Chrompet,1216,2012-05-08,144,2,1,4,Family,No,1977-08-14,Commercial,ELO,Gravel,RL,338361,162413,13534450,34,1977,2012
5460,KK Nagar,1333,2009-12-13,78,2,1,4,Adj Land,Yes,1995-12-17,House,No Sewage,Gravel,RM,364061,256984,10707680,13,1995,2009
5461,KK Nagar,1564,2010-01-25,49,2,1,4,AbNormal,No,1997-01-28,House,No Sewage,Paved,RM,351406,180452,9497460,12,1997,2010
5462,KK Nagar,1366,2011-11-24,195,2,1,4,Partial,No,1982-01-12,House,No Sewage,Gravel,RH,295440,174234,7575380,29,1982,2011
5463,Adyar,1277,2006-10-12,30,2,2,4,Partial,Yes,1968-12-19,House,No Sewage,Paved,C,251387,25139,8379570,37,1968,2006
5464,Karapakkam,1245,2011-08-27,38,1,1,3,Partial,No,1989-01-09,Commercial,All Pub,Gravel,A,389091,211463,8458500,22,1989,2011
5465,Karapakkam,1314,2012-01-23,199,1,1,3,Family,No,1982-01-30,Others,ELO,No Access,RM,343136,99128,7625250,29,1982,2012
5466,Chrompet,967,2013-11-08,56,1,1,3,Partial,No,1998-08-15,Commercial,All Pub,Paved,RL,304446,187351,11709450,15,1998,2013
5467,Karapakkam,1511,2011-12-06,88,2,2,4,Normal Sale,No,1962-06-24,House,All Pub,No Access,RL,295355,147677,7032250,49,1962,2011
5468,Karapakkam,1067,2011-01-24,75,1,1,3,Adj Land,No,1984-01-31,House,All Pub,Paved,RM,240459,116351,7756750,26,1984,2011
5469,Chrompet,1005,2008-03-08,21,1,1,3,Family,Yes,2000-05-08,Others,All Pub,Paved,RM,347043,168263,10516450,7,2000,2008
5470,Karapakkam,1148,2012-01-25,156,1,1,3,Adj Land,Yes,1966-05-02,Commercial,No Sewage,Gravel,RM,437803,153823,11832500,45,1966,2012
5471,Velachery,1501,2011-10-24,117,2,1,4,Family,Yes,1999-10-27,Others,No Sewage,No Access,C,261449,171576,8170290,11,1999,2011
5472,KK Nagar,1559,2011-07-15,139,2,1,4,Partial,No,1990-07-20,Commercial,No Sewage,Gravel,RM,655219,111527,13940820,20,1990,2011
5473,Anna Nagar,1942,2007-12-09,130,2,1,5,Partial,No,1969-09-21,Commercial,ELO,No Access,RM,815506,183489,20387660,38,1969,2007
5474,T Nagar,1536,2013-03-20,6,1,1,4,Family,No,1992-03-25,House,No Sewage,No Access,RM,310477,133062,11088470,20,1992,2013
5475,Velachery,1833,2006-12-22,89,3,2,5,AbNormal,Yes,1963-02-01,Others,No Sewage,No Access,C,283708,159586,8865880,43,1963,2006
5476,Chrompet,831,2008-05-22,187,1,1,3,Normal Sale,No,1994-05-26,House,ELO,No Access,RH,199786,87406,6243300,13,1994,2008
5477,Anna Nagar,1785,2013-07-05,162,1,1,4,AbNormal,Yes,2007-09-05,Others,No Sewage,Gravel,RL,388877,239309,14956820,5,2007,2013
5478,Chrompet,935,2014-07-16,108,1,1,3,Family,Yes,1997-07-20,Others,No Sewage,Gravel,RL,310954,106890,9717300,16,1997,2014
5479,KK Nagar,2409,2009-10-10,115,4,2,6,Family,No,1997-10-13,House,No Sewage,Gravel,RL,568053,189351,11834440,11,1997,2009
5480,Velachery,1760,2010-05-27,56,2,1,4,Normal Sale,Yes,1955-10-06,House,ELO,Paved,RL,367373,99290,9929000,54,1955,2010
5481,T Nagar,1920,2014-03-16,86,2,1,5,AbNormal,Yes,1972-03-26,House,No Sewage,Paved,RM,407367,126424,14047140,41,1972,2014
5482,Karapakkam,1352,2009-04-11,51,2,2,4,Normal Sale,No,1964-11-15,House,No Sewage,No Access,RM,301592,64627,7180750,44,1964,2009
5483,Chrompet,708,2013-12-30,186,1,1,2,Normal Sale,Yes,1991-05-01,Others,All Pub,Gravel,RM,276144,95222,9522210,22,1991,2013
5484,Velachery,1798,2007-03-17,74,2,1,4,AbNormal,No,1986-03-22,Others,All Pub,No Access,A,247375,108227,7730470,20,1986,2007
5485,Chrompet,901,2008-07-29,163,1,1,3,Adj Land,No,1975-07-08,Others,No Sewage,Paved,RM,252009,45002,9000320,33,1975,2008
5486,Chrompet,1270,2009-05-26,189,2,1,4,Partial,Yes,1974-04-06,Commercial,No Sewage,No Access,RH,361780,120593,13399250,35,1974,2009
5487,Chrompet,802,2007-03-13,163,1,1,3,Normal Sale,Yes,2000-03-14,House,ELO,No Access,RH,219626,58567,7320850,6,2000,2007
5488,Chrompet,1094,2014-12-09,112,1,1,3,Normal Sale,No,1985-09-19,Commercial,All Pub,Paved,RH,349019,132387,12035150,29,1985,2014
5489,Karapakkam,666,2009-08-13,147,1,1,2,Adj Land,No,2000-08-15,Others,ELO,Gravel,A,148682,108132,4505500,8,2000,2009
5490,Velachery,1655,2007-03-29,112,2,1,4,Family,Yes,1964-08-04,House,ELO,Paved,I,339496,59412,8487410,42,1964,2007
5491,KK Nagar,1622,2009-07-25,130,2,1,4,AbNormal,No,1984-07-31,Commercial,No Sewage,Paved,RH,497784,140401,12763700,24,1984,2009
5492,KK Nagar,2364,2011-10-20,140,4,2,6,Family,No,1989-10-25,Commercial,All Pub,Paved,RM,853017,426508,18543840,21,1989,2011
5493,Karapakkam,1442,2009-12-22,37,2,2,4,Family,Yes,1962-03-01,Others,All Pub,Paved,RL,322767,206212,8965750,47,1962,2009
5494,KK Nagar,1614,2008-03-20,140,2,1,4,Partial,No,1997-03-23,Commercial,No Sewage,Gravel,RH,588659,240815,13378620,10,1997,2008
5495,Velachery,1567,2009-09-22,175,2,1,4,Normal Sale,No,1974-01-10,Commercial,ELO,Gravel,RH,461998,250799,13199950,35,1974,2009
5496,Karapakkam,677,2012-03-15,178,1,1,2,Family,Yes,1965-03-27,Commercial,No Sewage,No Access,C,276029,67599,5633250,46,1965,2012
5497,KK Nagar,2333,2009-12-26,18,4,2,6,AbNormal,Yes,1989-12-31,Others,No Sewage,Gravel,RM,533416,259500,14416660,19,1989,2009
5498,Karapakkam,1270,2009-08-22,171,1,1,3,Normal Sale,Yes,1997-08-25,Commercial,All Pub,No Access,C,461678,216706,9422000,11,1997,2009
5499,Chrompet,1022,2012-10-18,68,1,1,3,Normal Sale,No,1980-10-26,Others,ELO,Paved,RM,254496,81802,9089140,31,1980,2012
5500,Chrompet,1000,2007-11-01,2,1,1,3,Partial,Yes,2000-01-13,House,All Pub,Gravel,RL,309800,77450,9681250,7,2000,2007
5501,KK Nagar,1429,2012-08-01,194,2,1,4,Family,No,1993-12-01,Others,No Sewage,Gravel,RH,399454,115398,8876760,18,1993,2012
5502,T Nagar,1515,2010-08-08,24,1,1,4,Normal Sale,Yes,2000-10-08,Commercial,All Pub,Gravel,RM,580088,340052,20003050,9,2000,2010
5503,Adyar,888,2011-01-14,120,1,1,3,Partial,Yes,1995-01-18,Commercial,ELO,No Access,RM,481043,148013,12334440,15,1995,2011
5504,Karapakkam,712,2010-04-24,200,1,1,2,Partial,No,1990-04-29,Commercial,All Pub,Paved,RL,370342,188950,7558000,19,1990,2010
5505,T Nagar,1685,2012-09-15,20,1,1,4,Adj Land,Yes,1969-09-26,Commercial,No Sewage,Paved,RL,654689,277747,19839060,42,1969,2012
5506,KK Nagar,1483,2010-11-21,10,2,1,4,AbNormal,No,2003-11-23,Commercial,All Pub,Gravel,RL,515696,298561,13570940,6,2003,2010
5507,Adyar,990,2011-09-15,191,1,1,3,AbNormal,No,1977-09-23,Commercial,No Sewage,Paved,C,330932,155124,10341610,33,1977,2011
5508,Karapakkam,1157,2010-12-29,179,1,1,3,AbNormal,No,2000-01-01,Commercial,ELO,No Access,A,210218,112116,7007250,10,2000,2010
5509,Karapakkam,1350,2011-10-04,144,2,2,4,Normal Sale,No,2006-11-04,Commercial,ELO,Paved,I,348871,219291,9967750,4,2006,2011
5510,KK Nagar,1702,2008-08-11,104,2,1,4,Adj Land,No,1982-11-15,Commercial,No Sewage,Paved,RM,677199,323878,14721720,25,1982,2008
5511,T Nagar,1779,2012-10-03,153,1,1,4,AbNormal,Yes,1976-03-19,Others,No Sewage,Paved,RL,407522,98367,14052490,36,1976,2012
5512,Karapakkam,1356,2009-11-21,85,2,2,4,Adj Land,Yes,1976-11-29,Others,All Pub,Paved,I,343445,179900,8177250,32,1976,2009
5513,Chrompet,713,2009-10-20,80,1,1,2,Adj Land,No,1986-10-26,Commercial,No Sewage,Paved,RH,248758,119772,9213250,22,1986,2009
5514,Adyar,969,2011-10-29,80,1,1,3,Partial,Yes,1983-05-11,Others,No Sewage,Gravel,RM,400359,32462,10820520,28,1983,2011
5515,KK Nagar,1324,2008-07-04,144,1,1,3,Normal Sale,Yes,1990-12-04,House,All Pub,Gravel,RH,367502,110251,9187560,17,1990,2008
5516,Chrompet,1156,2014-10-11,93,1,1,3,Family,No,1992-11-15,Commercial,No Sewage,Gravel,RM,423741,211871,14124700,21,1992,2014
